WORD,WORD_LOWER,HAP_MEAN,HAP_STD,ANG_MEAN,ANG_STD,SAD_MEAN,SAD_STD,FEA_MEAN,FEA_STD,DIS_MEAN,DIS_STD,BasicEmoCat conservative,BasicEmoCat liberal
FINDER,finder,2.5,1.471960144,1.090909091,0.426401433,1.045454545,0.213200716,1.136363636,0.467562529,1.090909091,0.426401433,,HAP
FINGER,finger,1.565217391,0.895751942,1.130434783,0.344350222,1.043478261,0.208514414,1.043478261,0.208514414,1.260869565,0.540823556,,HAP
FIRMA,firma,1.904761905,1.338086765,2.380952381,1.321975434,1.571428571,1.164964745,1.714285714,1.055597326,1.428571429,0.9258201,,ANG
FISCH,fisch,2.5,1.432700799,1.6,0.994722918,1.5,1,1.55,1.099042646,2.25,1.332784975,,HAP
FLAGGE,flagge,1.666666667,1.238278375,1.333333333,0.658280589,1,0,1,0,1,0,,HAP
FLAMINGO,flamingo,3.15,1.308876577,1,0,1,0,1,0,1,0,HAP,HAP
FLAMME,flamme,2.35,1.225818738,1.35,0.812727701,1.35,0.812727701,2.25,1.164157703,1.2,0.523148364,,HAP
FLASCHE,flasche,1.55,0.759154655,1.25,0.638666374,1.05,0.223606798,1.1,0.307793506,1.3,0.656946685,,HAP
FLAUTE,flaute,1.130434783,0.457696587,2.217391304,1.346933276,1.52173913,0.994053466,1.739130435,1.286905778,1.130434783,0.457696587,,ANG
FLEGEL,flegel,1.5,1.10194633,2.318181818,1.086118631,1.272727273,0.631085096,1.272727273,0.631085096,1.636363636,1.002162165,,ANG
FLEISCH,fleisch,1.55,0.825577947,1.5,0.888523317,1.5,0.945905303,1.3,0.801314709,2.25,1.409553867,,DIS
FLIEGE,fliege,1.2,0.894427191,2.35,1.308876577,1,0,1.2,0.410391341,2.5,1.468977446,,DIS
FLIRT,flirt,3.55,1.468081455,1.8,1.00524938,1.6,1.095445115,2.1,1.333771858,1.4,1.095445115,,HAP
FLOß,floß,2.65,1.348488433,1.2,0.695852374,1.2,0.894427191,1.95,0.944513241,1,0,,HAP
FLÖTE,flöte,2.238095238,1.220850601,1.571428571,1.121223821,1.476190476,1.077916862,1.19047619,0.511766316,1.666666667,1.354006401,,HAP
FLUCH,fluch,1.5,1.277332747,2.4,1.429022485,1.75,0.786397516,2.75,1.551739262,1.55,0.825577947,,FEA
FLUCHT,flucht,1.454545455,1.05682691,2,1.154700538,1.772727273,1.231793821,2.954545455,1.290155868,1.227272727,0.528413455,,FEA
FLUGZEUG,flugzeug,2.25,1.409553867,1.25,0.638666374,1.3,0.656946685,1.75,0.910465468,1.1,0.447213595,,HAP
FLUT,flut,1.772727273,1.269863817,2.136363636,1.166821264,2.181818182,1.367526918,2.863636364,1.245772071,1.454545455,0.738548946,,FEA
FOHLEN,fohlen,2.869565217,1.423962073,1.086956522,0.417028828,1.086956522,0.417028828,1.173913043,0.49102619,1.260869565,0.688700443,HAP,HAP
FÖHN,föhn,1.8,1.105012503,1.85,1.225818738,1.2,0.894427191,1.35,0.988086934,1.2,0.523148364,,ANG
FOLGE,folge,2,1.224744871,1.571428571,0.870139562,1.428571429,0.810643483,1.904761905,1.135991281,1.380952381,0.804747816,,HAP
FOLTER,folter,1.181818182,0.664498639,3.181818182,1.531770331,2.181818182,1.500360707,3.090909091,1.444499943,2.454545455,1.565316725,,ANG
FORM,form,2,1.414213562,1.318181818,0.646334989,1.136363636,0.467562529,1.227272727,0.611930449,1.181818182,0.501081082,,HAP
FORSCHER,forscher,2.55,0.998683344,1.25,0.638666374,1,0,1.1,0.447213595,1.05,0.223606798,HAP,HAP
FORTUNA,fortuna,3.15,1.424411236,1.1,0.307793506,1.2,0.523148364,1.1,0.307793506,1,0,HAP,HAP
FOTO,foto,3.565217391,1.375965346,1.47826087,0.790256875,1.652173913,1.027295463,1.304347826,0.634950435,1.043478261,0.208514414,HAP,HAP
FRACHT,fracht,1.391304348,0.940943938,1.130434783,0.344350222,1.043478261,0.208514414,1.304347826,0.764840008,1.130434783,0.457696587,,HAP
FRAGE,frage,1.9,1.209610638,2,1.213953957,1.2,0.523148364,1.6,0.940324692,1.05,0.223606798,,ANG
FRAKTION,fraktion,1.2,0.523148364,1.5,1,1.1,0.307793506,1.2,0.410391341,1.05,0.223606798,,ANG
FRAU,frau,3.095238095,1.374945886,1.761904762,1.300183137,1.380952381,0.920662287,1.761904762,1.300183137,1.333333333,0.912870929,,HAP
FRÄULEIN,fräulein,1.9,1.119210248,1.8,1.196486083,1,0,1,0,1.15,0.670820393,,HAP
FREIER,freier,1.636363636,1.09307145,2.409090909,1.593411761,1.818181818,1.332250643,1.954545455,1.361975901,3,1.825741858,,DIS
FREIHEIT,freiheit,4.15,1.136708082,1.1,0.447213595,1.15,0.489360485,1.25,0.444261658,1,0,HAP,HAP
FREITOD,freitod,1.2,0.894427191,2.3,1.417930293,3.7,1.260743306,2.25,1.482352327,1.4,1.095445115,SAD,SAD
FREIZEIT,freizeit,4.35,1.089422831,1.1,0.307793506,1,0,1.1,0.307793506,1,0,HAP,HAP
FREUDE,freude,4.043478261,1.429502802,1.043478261,0.208514414,1,0,1.043478261,0.208514414,1.043478261,0.208514414,HAP,HAP
FREUND,freund,4.260869565,1.176179922,1.347826087,0.934621734,1.260869565,0.864312197,1.260869565,0.864312197,1,0,HAP,HAP
FREVEL,frevel,1.318181818,0.716231117,2.272727273,1.351606388,1.590909091,1.05375026,1.909090909,1.23091491,1.5,0.912870929,,ANG
FRIEDE,friede,3.909090909,1.540225429,1.090909091,0.426401433,1.090909091,0.294244943,1.136363636,0.351250087,1.090909091,0.426401433,HAP,HAP
FRIEDEN,frieden,4.3,1.218281793,1.15,0.489360485,1.25,0.638666374,1.35,0.670820393,1,0,HAP,HAP
FRIEDHOF,friedhof,1.05,0.223606798,1.3,0.801314709,3.55,1.050062655,2.55,1.394538218,1.55,1.050062655,,SAD
FRIST,frist,1.380952381,0.973457265,3.047619048,1.321975434,1.476190476,0.980767435,2.857142857,1.195228609,1.476190476,1.077916862,,ANG
FRISUR,frisur,2.047619048,1.116968687,1.428571429,0.746420027,1.095238095,0.300792604,1.142857143,0.478091444,1.19047619,0.402373908,,HAP
FRONT,front,1.2,0.523148364,2.9,1.333771858,2.4,1.231174023,2.7,1.301820588,1.9,1.372665482,,ANG
FROSCH,frosch,2.238095238,1.135991281,1.095238095,0.43643578,1.095238095,0.43643578,1.19047619,0.511766316,1.952380952,1.499206139,,HAP
FRÜHJAHR,frühjahr,3.95,1.050062655,1,0,1.15,0.489360485,1.15,0.670820393,1,0,HAP,HAP
FUCHS,fuchs,2.6,1.465390194,1.35,0.812727701,1.5,0.827170192,1.9,1.071152847,1.4,0.88257995,,HAP
FÜHRER,führer,1.136363636,0.467562529,3.090909091,1.444499943,2.318181818,1.492405014,2.363636364,1.528941574,2,1.48002574,,ANG
FÜHRUNG,führung,1.3,0.656946685,1.65,0.74515982,1.05,0.223606798,1.55,1.050062655,1.05,0.223606798,,ANG
FÜLLER,füller,1.909090909,1.305996825,1.227272727,0.528413455,1.090909091,0.294244943,1.090909091,0.294244943,1.181818182,0.501081082,,HAP
FUND,fund,2.80952381,1.503963019,1.238095238,0.43643578,1.380952381,0.804747816,1.666666667,1.154700538,1.380952381,1.07126983,,HAP
FUNKE,funke,2.571428571,1.325572653,1.476190476,0.813575296,1.238095238,0.538958431,2,1.140175425,1.142857143,0.358568583,,HAP
FURCHT,furcht,1.217391304,0.850482309,1.782608696,0.902346524,1.695652174,0.926124997,3.304347826,1.39592858,1.217391304,0.51843486,FEA,FEA
FUSION,fusion,1.909090909,1.411149174,1.5,0.859124693,1.181818182,0.501081082,1.5,0.801783726,1.545454545,1.14339814,,HAP
FUTTER,futter,2.217391304,1.241572381,1.086956522,0.288104066,1.043478261,0.208514414,1.043478261,0.208514414,1.347826087,0.647280721,,HAP
GABEL,gabel,1.75,1.29269201,1.25,0.716350399,1.25,0.550119604,1.5,0.827170192,1.45,0.944513241,,HAP
GALGEN,galgen,1.045454545,0.213200716,2.136363636,1.390287896,2.136363636,1.4895015,3.090909091,1.630340044,2.181818182,1.40191582,,FEA
GALLE,galle,1.1,0.307793506,1.95,1.145931017,1.4,0.820782682,1.75,1.019545823,4.05,1.099042646,DIS,DIS
GANOVE,ganove,1.318181818,0.646334989,2.454545455,1.262170192,1.590909091,1.221205139,2.136363636,1.457181054,1.545454545,1.14339814,,ANG
GANS,gans,2.523809524,1.209092537,1.523809524,1.077916862,1.476190476,0.92838826,1.428571429,0.9258201,1.523809524,0.872871561,,HAP
GARAUS,garaus,1.173913043,0.834057656,1.913043478,1.164358718,1.739130435,1.251086484,2.173913043,1.302172098,1.782608696,0.998021759,,FEA
GARTEN,garten,3.52173913,1.081647112,1.217391304,0.671262158,1.173913043,0.834057656,1.217391304,0.850482309,1.260869565,0.751809412,HAP,HAP
GAST,gast,3.19047619,1.077916862,1.714285714,1.007117528,1.238095238,0.700340053,1.380952381,0.74001287,1.476190476,1.123345344,HAP,HAP
GATTE,gatte,2.25,1.164157703,1.65,1.089422831,1.65,1.136708082,1.55,0.825577947,1.45,1.099042646,,HAP
GAUNER,gauner,1.272727273,0.631085096,2.954545455,1.396501504,1.318181818,0.779887882,2.5,1.535298947,1.5,1.011834731,,ANG
GEBEIN,gebein,1.15,0.489360485,1.2,0.410391341,1.4,0.680557047,1.7,1.031095483,2.8,1.436369693,,DIS
GEBET,gebet,1.85,1.039989878,1.8,1.321880638,1.95,1.234376041,1.7,1.128576187,1.45,0.944513241,,SAD
GEBIET,gebiet,1.142857143,0.358568583,1.142857143,0.478091444,1.095238095,0.300792604,1.095238095,0.300792604,1,0,,
GEBOT,gebot,1.476190476,1.030487633,2.571428571,1.434274331,1.476190476,0.813575296,1.714285714,1.007117528,1.428571429,0.978336781,,ANG
GEBURT,geburt,3.181818182,1.562548701,1.045454545,0.213200716,1.045454545,0.213200716,2,1.069044968,1.772727273,1.020355595,,HAP
GEDANKE,gedanke,2.75,1.482352327,1.25,0.550119604,1.35,0.74515982,1.25,0.716350399,1.05,0.223606798,,HAP
GEDICHT,gedicht,3.25,1.164157703,1.1,0.307793506,1.2,0.523148364,1,0,1.05,0.223606798,HAP,HAP
GEDULD,geduld,2.173913043,1.266784545,2,1,1.173913043,0.49102619,1.217391304,0.51843486,1.217391304,0.599736438,,HAP
GEFAHR,gefahr,1.086956522,0.288104066,1.826086957,1.230379613,1.695652174,1.145536104,3.086956522,1.378834932,1.173913043,0.49102619,,FEA
GEFÜHL,gefühl,3.272727273,1.2024506,2.227272727,1.269863817,2.136363636,1.2834275,2.045454545,1.361975901,1.409090909,1.181568405,,HAP
GEGEND,gegend,1.681818182,1.041352767,1.090909091,0.294244943,1.090909091,0.294244943,1.272727273,0.550481883,1.136363636,0.351250087,,HAP
GEGNER,gegner,1.217391304,0.850482309,2.652173913,1.191206251,1.47826087,0.790256875,2.304347826,1.329209697,1.217391304,0.599736438,,ANG
GEHALT,gehalt,3.130434783,1.516705396,1.652173913,0.98205238,1.173913043,0.49102619,1.347826087,0.572768052,1.217391304,0.599736438,,HAP
GEHEUL,geheul,1.083333333,0.282329851,2.625,1.244553351,2.333333333,1.340560125,1.916666667,1.248187091,1.625,1.013495887,,ANG
GEHIRN,gehirn,1.65,1.089422831,1.1,0.447213595,1,0,1.25,0.638666374,2,1.123902974,,DIS
GEIER,geier,1.6,1.142481141,1.95,1.050062655,1.5,0.76088591,2.1,1.293709477,2.8,1.472555959,,DIS
GEIGE,geige,3.2,1.23969436,1.5,0.827170192,2.15,1.531253357,1.2,0.523148364,1.4,1.095445115,,HAP
GEISEL,geisel,1.217391304,0.850482309,2.956521739,1.26052878,2.260869565,1.421183607,3.217391304,1.444630237,1.695652174,1.105144277,,FEA
GEIST,geist,2,1.337712108,1.45,0.759154655,1.6,0.753937035,2.2,1.056309365,1.25,0.638666374,,FEA
GEIZ,geiz,1.086956522,0.288104066,3.565217391,0.992063367,1.956521739,1.186218624,2,1.381698559,2.217391304,1.412815427,ANG,ANG
GEJAMMER,gejammer,1.05,0.223606798,2.95,1.145931017,1.85,1.136708082,1.45,0.686332741,1.3,0.656946685,,ANG
GEKICHER,gekicher,2.4,0.88257995,2.05,0.998683344,1,0,1.05,0.223606798,1.15,0.489360485,,HAP
GELD,geld,2.75,1.332784975,2.45,1.316894273,1.6,1.095445115,2.55,1.35627198,2,1.256561725,,HAP
GELDGIER,geldgier,1,0,3.6,1.231174023,1.7,0.97872097,1.6,1.095445115,2.15,1.496487115,ANG,ANG
GELENK,gelenk,1.130434783,0.344350222,1.565217391,0.895751942,1.217391304,0.51843486,1.565217391,0.992063367,1.52173913,0.897955517,,
GELIEBTE,geliebte,2.75,1.409553867,1.85,1.531253357,1.7,1.341640786,1.7,1.128576187,1.8,1.436369693,,HAP
GEMEINDE,gemeinde,1.95,1.050062655,1.4,0.680557047,1,0,1.2,0.523148364,1.15,0.489360485,,HAP
GEMETZEL,gemetzel,1,0,3.3,1.341640786,2.7,1.380312703,3.25,1.446411167,2.9,1.651155895,,ANG
GEMSE,gemse,1.95,1.190974833,1.4,0.940324692,1.45,0.825577947,1.65,0.933302004,1.6,1.046296728,,HAP
GEMÜSE,gemüse,2.826086957,1.266784545,1.130434783,0.344350222,1.043478261,0.208514414,1.043478261,0.208514414,1.391304348,0.656376447,HAP,HAP
GENERAL,general,1.2,0.410391341,2,1.025978352,1.25,0.550119604,1.65,1.039989878,1.15,0.366347549,,ANG
GENIE,genie,3.52173913,1.122884484,1.434782609,0.945135246,1.434782609,0.727766631,1.434782609,0.662370876,1.260869565,0.448977759,HAP,HAP
GENOSSE,genosse,1.75,0.910465468,1.6,1.142481141,1.1,0.307793506,1.35,0.87509398,1.3,0.923380517,,HAP
GEREDE,gerede,1.173913043,0.650326765,3.043478261,1.296087149,1.260869565,0.540823556,1.434782609,0.787752093,1.47826087,0.897955517,ANG,ANG
GERICHT,gericht,1.15,0.489360485,1.95,1.050062655,1.15,0.366347549,2,1.169795304,1.05,0.223606798,,FEA
GERUCH,geruch,2,1.069044968,1.454545455,0.911684612,1.136363636,0.467562529,1.318181818,0.646334989,2.363636364,1.09307145,,DIS
GESANG,gesang,3.192307692,1.414757386,1.269230769,0.533493566,1.423076923,0.80860754,1.076923077,0.39223227,1.230769231,0.5144078,HAP,HAP
GESCHENK,geschenk,4,1.123902974,1,0,1.1,0.447213595,1,0,1,0,HAP,HAP
GESCHREI,geschrei,1.2,0.523148364,3.3,0.97872097,1.45,0.825577947,2.45,1.316894273,1.45,0.825577947,,ANG
GESETZ,gesetz,1.476190476,1.077916862,2.285714286,0.956182887,1.19047619,0.402373908,1.380952381,0.669043382,1.19047619,0.402373908,,ANG
GESICHT,gesicht,2.6,1.353358396,1.25,0.550119604,1.3,0.801314709,1.1,0.307793506,1.05,0.223606798,,HAP
GESINDEL,gesindel,1.05,0.223606798,2.6,1.231174023,1.55,1.050062655,1.65,0.933302004,2.05,1.234376041,,ANG
GESPRÄCH,gespräch,2.65,1.039989878,1.15,0.366347549,1.15,0.366347549,1.4,0.753937035,1,0,HAP,HAP
GESTANK,gestank,1,0,2.45,1.761428846,1.3,0.801314709,1.45,0.998683344,4,1.123902974,DIS,DIS
GESTE,geste,2.4,1.095445115,1.3,0.470162346,1.35,0.670820393,1.2,0.523148364,1.35,0.933302004,,HAP
GEWALT,gewalt,1.130434783,0.625543242,3.52173913,1.309738531,2.652173913,1.612696659,3.304347826,1.459600898,2,1.206045378,,ANG
GEWEIH,geweih,1.695652174,1.063219066,1.086956522,0.288104066,1.043478261,0.208514414,1.260869565,0.540823556,1.217391304,0.421741168,,HAP
GEWICHT,gewicht,1.25,0.550119604,1.7,0.864504726,1.2,0.523148364,1.4,0.680557047,1.25,0.444261658,,ANG
GEWINN,gewinn,3.727272727,1.579084068,1.318181818,0.716231117,1,0,1.045454545,0.213200716,1,0,HAP,HAP
GEWISSEN,gewissen,1.85,1.182103388,1.45,0.604805319,1.45,0.686332741,1.95,0.825577947,1.1,0.307793506,,FEA
GEWITTER,gewitter,2.05,1.145931017,1.2,0.695852374,1.4,0.753937035,2.5,1.051314966,1.05,0.223606798,,FEA
GHETTO,ghetto,1.227272727,0.869143979,2.772727273,1.30682524,2.409090909,1.532476704,2.545454545,1.438493681,2,1.154700538,,ANG
GIEBEL,giebel,1.217391304,0.51843486,1.086956522,0.288104066,1.086956522,0.288104066,1.217391304,0.671262158,1.217391304,0.671262158,,
GIFT,gift,1.047619048,0.21821789,2.428571429,1.39897922,2.238095238,1.445847914,3.476190476,1.327367606,2.428571429,1.502379066,,FEA
GIFTGAS,giftgas,1.19047619,0.872871561,3.476190476,1.400680107,2.80952381,1.327367606,3.666666667,1.390443574,2.666666667,1.770122406,,FEA
GIGANT,gigant,1.666666667,1.064581295,1.285714286,0.643650304,1.095238095,0.43643578,2.095238095,1.410842369,1.238095238,0.700340053,,FEA
GIRAFFE,giraffe,3.1,1.410487038,1,0,1,0,1.05,0.223606798,1.05,0.223606798,HAP,HAP
GIRLANDE,girlande,2.35,1.460893742,1,0,1.05,0.223606798,1,0,1.2,0.695852374,,HAP
GITARRE,gitarre,3.2,1.321880638,1.05,0.223606798,1.1,0.307793506,1,0,1.15,0.489360485,HAP,HAP
GITTER,gitter,1.227272727,0.611930449,1.954545455,1.174217986,1.363636364,0.657951695,2,1.195228609,1.227272727,0.528413455,,FEA
GLANZ,glanz,3.285714286,1.309307341,1.238095238,0.700340053,1.476190476,0.872871561,1.476190476,0.74960307,1.19047619,0.511766316,HAP,HAP
GLAS,glas,2.045454545,1.214094714,1.5,0.859124693,1.136363636,0.467562529,1.681818182,1.041352767,1.136363636,0.467562529,,HAP
GLAUBE,glaube,2.363636364,1.135800726,1.590909091,0.796366206,1.318181818,0.646334989,1.5,0.74001287,1.454545455,0.738548946,,HAP
GLOBUS,globus,1.714285714,1.055597326,1,0,1,0,1.19047619,0.511766316,1.19047619,0.872871561,,HAP
GLOCKE,glocke,2.375,1.095941128,1.166666667,0.637022057,1.083333333,0.282329851,1.125,0.337831962,1.208333333,0.832970936,HAP,HAP
GLÜCK,glück,4.285714286,0.902377811,1.333333333,0.658280589,1.238095238,0.43643578,1.476190476,0.872871561,1.238095238,0.889087279,HAP,HAP
GLUT,glut,2.1,1.410487038,1.55,0.998683344,1.4,0.994722918,2.8,1.23969436,1.4,0.994722918,,FEA
GNADE,gnade,2.9,1.372665482,1.75,0.966545667,1.9,1.119210248,1.95,1.099042646,1.45,1.099042646,,HAP
GOLD,gold,3.15,1.308876577,1.4,0.820782682,1.25,0.716350399,1.35,0.812727701,1.2,0.615587011,HAP,HAP
GOTT,gott,2.75,1.743408639,1.9,1.410487038,1.5,1,1.65,1.039989878,1.4,1.231174023,,HAP
GRAB,grab,1.15,0.366347549,1.9,1.165287405,3.9,1.165287405,3.45,1.190974833,2.45,1.66938375,,SAD
GRANATE,granate,1.15,0.489360485,2.95,1.145931017,1.95,1.145931017,2.95,1.394538218,1.5,0.888523317,,
GRAS,gras,3.4,1.231174023,1.05,0.223606798,1.3,0.732695097,1.15,0.366347549,1.2,0.410391341,HAP,HAP
GRENZE,grenze,1.272727273,0.631085096,1.818181818,1.139605765,1.454545455,0.962500351,1.454545455,0.962500351,1.045454545,0.213200716,,ANG
GREUEL,greuel,1,0,2.347826087,1.368765059,1.739130435,1.176179922,2.956521739,1.491742754,2.391304348,1.499670583,,FEA
GRUBE,grube,1.142857143,0.358568583,1.80952381,0.980767435,1.523809524,0.74960307,2.714285714,1.23056317,2.047619048,1.321975434,,FEA
GRUND,grund,1.619047619,1.116968687,1.476190476,0.872871561,1.285714286,0.560611911,1.333333333,0.730296743,1.142857143,0.654653671,,HAP
GRÜNDUNG,gründung,2.25,1.019545823,1.15,0.489360485,1.1,0.307793506,1.45,0.825577947,1.05,0.223606798,,HAP
GRUPPE,gruppe,1.916666667,1.138903617,1.458333333,0.931532943,1.166666667,0.816496581,1.5,0.978019294,1.25,0.896854406,,HAP
GRUß,gruß,3.181818182,1.40191582,1.363636364,0.581087203,1.636363636,0.789542034,1.363636364,0.7267314,1.136363636,0.351250087,HAP,HAP
GUMMI,gummi,2.25,0.850696309,1.45,0.998683344,1.15,0.489360485,1.3,0.801314709,1.85,1.348488433,,HAP
GURGEL,gurgel,1.136363636,0.639602149,1.5,0.859124693,1.090909091,0.294244943,1.636363636,1.002162165,2.318181818,1.393398163,,DIS
GURKE,gurke,2.19047619,1.400680107,1.523809524,1.030487633,1.238095238,0.700340053,1.19047619,0.511766316,1.571428571,0.9258201,,HAP
GURT,gurt,1.428571429,0.9258201,1.571428571,0.746420027,1.428571429,0.9258201,2.333333333,1.110555417,1.285714286,0.902377811,,FEA
GÜRTEL,gürtel,1.625,1.013495887,1.166666667,0.380693494,1.083333333,0.282329851,1.25,0.442325868,1.125,0.448427203,,HAP
HABGIER,habgier,1.2,0.894427191,3.25,1.409553867,1.4,0.940324692,1.85,1.136708082,1.55,0.825577947,,ANG
HAFEN,hafen,2.6,1.313893371,1.25,0.550119604,1.75,0.850696309,1.4,0.753937035,1.35,0.812727701,,HAP
HAFER,hafer,2.15,1.089422831,1.15,0.366347549,1.35,0.812727701,1.15,0.366347549,1.45,0.887041208,,HAP
HAFTUNG,haftung,1.3,0.656946685,2.05,1.190974833,1.2,0.410391341,1.75,1.069923755,1.3,0.97872097,,ANG
HAGEL,hagel,1.714285714,1.27054544,2.095238095,1.135991281,1.428571429,0.870139562,2.047619048,1.116968687,1.285714286,0.956182887,,ANG
HAHN,hahn,2.409090909,1.402687587,1.863636364,1.2069424,1.272727273,0.88273483,1.409090909,0.796366206,1.409090909,0.590326053,,HAP
HALLE,halle,2.1,1.293709477,1.45,0.759154655,1.4,0.88257995,1.35,0.489360485,1.2,0.523148364,,HAP
HALUNKE,halunke,1.3,0.801314709,2.25,1.251315098,1.3,0.732695097,1.75,1.164157703,1.4,0.994722918,,ANG
HAMMER,hammer,1.227272727,0.528413455,1.272727273,0.702500173,1,0,1.545454545,1.184313051,1.136363636,0.467562529,,FEA
HAMSTER,hamster,3.2,1.399247918,1,0,1.05,0.223606798,1,0,1.4,0.994722918,HAP,HAP
HAND,hand,2.476190476,1.400680107,1.238095238,0.538958431,1.285714286,0.783763813,1.666666667,1.064581295,1.380952381,0.804747816,,HAP
HANDIKAP,handikap,1,0,2.55,1.276302225,2.1,1.209610638,2,1.297771369,1.1,0.307793506,,ANG
HANF,hanf,2,1.095445115,1.761904762,0.94365046,1.238095238,0.43643578,1.523809524,0.74960307,1.714285714,1.007117528,,HAP
HANTEL,hantel,1.5,0.912870929,1.227272727,0.751621624,1.045454545,0.213200716,1.136363636,0.351250087,1.181818182,0.852802865,,HAP
HARFE,harfe,3,1.341640786,1.142857143,0.358568583,1.476190476,0.92838826,1.142857143,0.478091444,1.142857143,0.478091444,HAP,HAP
HARMONIE,harmonie,4,1.123902974,1,0,1.1,0.307793506,1.1,0.447213595,1,0,HAP,HAP
HASE,hase,3.238095238,1.135991281,1.095238095,0.43643578,1.380952381,0.804747816,1.238095238,0.538958431,1.095238095,0.300792604,HAP,HAP
HAUBE,haube,1.6,0.994722918,1.4,0.940324692,1.4,0.753937035,1.5,0.888523317,1.35,0.988086934,,HAP
HAUS,haus,3.2,1.436369693,1.3,0.732695097,1.15,0.670820393,1.6,0.994722918,1.2,0.523148364,HAP,HAP
HAUSFRAU,hausfrau,1.3,0.656946685,1.8,1.23969436,1.2,0.894427191,1.1,0.307793506,1.3,0.923380517,,ANG
HAUSHALT,haushalt,1.45,0.887041208,1.85,1.268027893,1.1,0.447213595,1.05,0.223606798,1.15,0.489360485,,ANG
HAUSTIER,haustier,3.75,1.251315098,1.15,0.366347549,1.15,0.366347549,1.1,0.447213595,1.15,0.366347549,HAP,HAP
HEBEL,hebel,1.4,0.753937035,1.25,0.716350399,1.1,0.307793506,1.3,0.656946685,1.3,0.732695097,,HAP
HEFE,hefe,2.4,1.535543792,1.05,0.223606798,1,0,1,0,1.7,0.864504726,,HAP
HEHLEREI,hehlerei,1.1,0.447213595,2.7,1.417930293,1.35,0.670820393,1.45,0.604805319,1.45,0.887041208,,ANG
HEIDE,heide,2.55,1.190974833,1.3,0.571240571,1.5,0.888523317,1.3,0.656946685,1.1,0.307793506,,HAP
HEILUNG,heilung,4,1.337712108,1.05,0.223606798,1.3,0.801314709,1.4,0.820782682,1,0,HAP,HAP
HEIMAT,heimat,3.227272727,1.269863817,1.181818182,0.664498639,1.590909091,1.05375026,1.181818182,0.501081082,1.227272727,0.685344417,HAP,HAP
HEIMKEHR,heimkehr,3.45,0.944513241,1.15,0.366347549,1.4,0.680557047,1.4,0.820782682,1,0,HAP,HAP
HEIRAT,heirat,2.958333333,1.458980188,1.333333333,0.564659703,1.208333333,0.508977378,1.583333333,0.880546602,1.166666667,0.481543412,,HAP
HEIZUNG,heizung,2.45,1.431782106,1.1,0.307793506,1.05,0.223606798,1.05,0.223606798,1,0,,HAP
HELD,held,3.136363636,1.320009183,1.318181818,0.567900363,1.272727273,0.631085096,1.545454545,0.911684612,1.227272727,0.528413455,HAP,HAP
HELFER,helfer,3.227272727,1.509708839,1,0,1.045454545,0.213200716,1.090909091,0.294244943,1.045454545,0.213200716,HAP,HAP
HEMD,hemd,1.55,0.825577947,1.2,0.523148364,1.1,0.307793506,1.1,0.307793506,1.2,0.523148364,,HAP
HEMMNIS,hemmnis,1.2,0.894427191,2.45,1.050062655,1.5,0.827170192,2.05,1.145931017,1.15,0.366347549,,ANG
HENKER,henker,1.217391304,0.850482309,2.434782609,1.273009568,2.043478261,1.296087149,3.217391304,1.506245234,2.304347826,1.459600898,,FEA
HENNE,henne,2.047619048,0.920662287,1.428571429,0.9258201,1.428571429,0.810643483,1.428571429,0.870139562,1.666666667,0.795822426,,HAP
HERBST,herbst,2.956521739,1.58051375,1.347826087,0.775106776,1.739130435,1.096166515,1.217391304,0.51843486,1.130434783,0.457696587,,HAP
HERD,herd,2.090909091,1.411149174,1.272727273,0.455842306,1.227272727,0.685344417,1.727272727,1.03195691,1.227272727,0.428932027,,HAP
HERDE,herde,1.75,0.966545667,1.7,1.218281793,1.45,1.099042646,1.55,0.998683344,1.7,1.080935268,,HAP
HERING,hering,1.409090909,0.734139659,1.090909091,0.294244943,1.090909091,0.294244943,1.181818182,0.501081082,2.045454545,1.290155868,,DIS
HERR,herr,1.857142857,1.152636729,1.857142857,1.152636729,1.380952381,0.804747816,1.904761905,1.261140829,1.428571429,0.676123404,,FEA
HERZ,herz,3.333333333,1.278019301,1.571428571,1.121223821,1.761904762,1.04425868,1.761904762,1.179184545,1.571428571,0.9258201,HAP,HAP
HETZER,hetzer,1.090909091,0.426401433,2.727272727,1.241420775,1.318181818,0.646334989,2.227272727,1.445248971,1.318181818,0.567900363,,ANG
HEXE,hexe,1.761904762,0.94365046,1.857142857,1.195228609,1.428571429,0.978336781,1.952380952,1.07126983,1.523809524,0.813575296,,FEA
HILFE,hilfe,2.9,1.293709477,1.85,1.039989878,1.65,0.812727701,2.1,1.333771858,1.35,0.74515982,,HAP
HIMBEERE,himbeere,3.85,1.268027893,1,0,1,0,1,0,1,0,HAP,HAP
HIMMEL,himmel,3.826086957,1.154129893,1.086956522,0.288104066,1.434782609,0.843482336,1.434782609,0.945135246,1,0,HAP,HAP
HINWEIS,hinweis,2,1.076055174,1.05,0.223606798,1.05,0.223606798,1.05,0.223606798,1,0,,HAP
HIRSCH,hirsch,2.681818182,1.554911225,1.045454545,0.213200716,1.045454545,0.213200716,1.318181818,0.646334989,1.136363636,0.351250087,,HAP
HIRSE,hirse,1.55,0.887041208,1.55,1.050062655,1.25,0.550119604,1.25,0.550119604,1.75,1.164157703,,DIS
